line_id,bottleneck_station_id,count,avg_utilisation,avg_oee
MFG-LINE-PLT-010-02,WC-005,21,98.09666666666668,0.6575000000000001
MFG-LINE-PLT-004-03,WC-005,20,93.611,0.5859650000000001
MFG-LINE-PLT-001-02,WC-001,20,97.602,0.699355
MFG-LINE-PLT-002-04,WC-005,19,98.80894736842106,0.6276315789473684
MFG-LINE-PLT-002-04,WC-001,19,98.51789473684211,0.6705473684210526
MFG-LINE-PLT-005-01,WC-001,19,96.50684210526316,0.6101578947368421
MFG-LINE-PLT-003-05,WC-003,19,97.06052631578947,0.688442105263158
MFG-LINE-PLT-010-02,WC-002,19,97.47684210526316,0.6579947368421053
MFG-LINE-PLT-008-02,WC-006,18,95.21833333333333,0.67985
MFG-LINE-PLT-004-07,WC-003,18,93.51777777777778,0.5494222222222223
MFG-LINE-PLT-004-03,WC-003,18,93.44388888888889,0.6089666666666667
MFG-LINE-PLT-010-03,WC-007,18,99.04944444444445,0.6184888888888889
MFG-LINE-PLT-010-01,WC-004,18,94.5488888888889,0.5975111111111111
MFG-LINE-PLT-005-04,WC-004,17,96.12647058823529,0.6424647058823529
MFG-LINE-PLT-005-01,WC-002,17,95.53058823529412,0.6395823529411765
MFG-LINE-PLT-004-05,WC-009,17,94.27705882352942,0.6749764705882353
MFG-LINE-PLT-003-05,WC-001,17,96.92117647058824,0.7377294117647059
MFG-LINE-PLT-010-02,WC-004,17,96.86529411764707,0.7275999999999999
MFG-LINE-PLT-005-02,WC-006,16,96.629375,0.73854375
MFG-LINE-PLT-005-02,WC-002,16,94.3625,0.68521875
MFG-LINE-PLT-005-02,WC-001,16,95.3825,0.7520375
MFG-LINE-PLT-004-07,WC-001,16,93.3725,0.5733
MFG-LINE-PLT-004-03,WC-001,16,93.913125,0.61240625
MFG-LINE-PLT-002-04,WC-003,16,98.08625,0.6825625
MFG-LINE-PLT-008-02,WC-002,16,96.44875,0.757475
MFG-LINE-PLT-010-02,WC-003,15,98.82333333333334,0.6550933333333333
MFG-LINE-PLT-001-02,WC-005,15,97.454,0.69206
MFG-LINE-PLT-004-07,WC-005,15,92.90066666666667,0.6278333333333334
MFG-LINE-PLT-004-07,WC-004,15,93.40799999999999,0.5814133333333333
MFG-LINE-PLT-005-02,WC-005,15,95.13266666666667,0.7562
MFG-LINE-PLT-010-04,WC-007,15,97.70599999999999,0.66216
MFG-LINE-PLT-005-02,WC-003,15,95.06466666666667,0.68764
MFG-LINE-PLT-005-01,WC-003,14,95.11500000000001,0.6354857142857143
MFG-LINE-PLT-004-07,WC-002,14,93.22,0.6304071428571428
MFG-LINE-PLT-001-01,WC-010,14,92.76857142857143,0.6337071428571429
MFG-LINE-PLT-010-04,WC-003,14,97.67214285714286,0.6545285714285713
MFG-LINE-PLT-008-02,WC-005,14,95.01357142857144,0.6985571428571429
MFG-LINE-PLT-006-01,WC-012,14,98.65785714285714,0.6700857142857143
MFG-LINE-PLT-005-02,WC-004,14,95.425,0.7456214285714287
MFG-LINE-PLT-008-02,WC-001,13,94.95307692307694,0.6398923076923076
MFG-LINE-PLT-010-04,WC-008,13,98.0469230769231,0.6889000000000001
MFG-LINE-PLT-010-03,WC-002,13,98.56692307692309,0.5905692307692307
MFG-LINE-PLT-010-03,WC-008,13,99.02769230769232,0.6313538461538462
MFG-LINE-PLT-002-04,WC-004,13,99.22307692307693,0.6258615384615385
MFG-LINE-PLT-004-03,WC-002,13,93.35384615384615,0.5422384615384616
MFG-LINE-PLT-003-05,WC-002,13,96.04461538461538,0.6785769230769231
MFG-LINE-PLT-003-04,WC-008,13,93.91,0.6380615384615385
MFG-LINE-PLT-003-04,WC-007,13,93.87230769230769,0.7102153846153847
MFG-LINE-PLT-001-01,WC-009,13,93.11846153846153,0.6815307692307692
MFG-LINE-PLT-002-02,WC-006,13,92.98230769230769,0.7008153846153846
MFG-LINE-PLT-001-02,WC-004,12,96.4825,0.6720833333333333
MFG-LINE-PLT-010-03,WC-004,12,99.23666666666668,0.6270583333333334
MFG-LINE-PLT-005-06,WC-007,12,93.75583333333333,0.6057333333333333
MFG-LINE-PLT-007-01,WC-009,12,93.16083333333334,0.6769
MFG-LINE-PLT-008-02,WC-004,12,95.80416666666667,0.7072166666666666
MFG-LINE-PLT-004-01,WC-010,12,94.28833333333334,0.60155
MFG-LINE-PLT-004-01,WC-004,12,94.2525,0.5295833333333334
MFG-LINE-PLT-001-02,WC-002,12,97.56166666666667,0.6617583333333333
MFG-LINE-PLT-001-01,WC-007,12,92.82583333333334,0.6665833333333334
MFG-LINE-PLT-003-04,WC-003,12,94.08916666666666,0.7154416666666666
MFG-LINE-PLT-003-05,WC-004,12,96.51666666666667,0.7305666666666667
MFG-LINE-PLT-001-02,WC-003,11,98.82090909090908,0.6974454545454546
MFG-LINE-PLT-002-02,WC-002,11,92.79727272727273,0.7693727272727273
MFG-LINE-PLT-002-04,WC-006,11,98.55636363636364,0.6809545454545455
MFG-LINE-PLT-001-01,WC-001,11,93.00727272727273,0.672209090909091
MFG-LINE-PLT-005-06,WC-010,11,94.51,0.5762545454545455
MFG-LINE-PLT-010-03,WC-005,11,97.92636363636365,0.6090818181818182
MFG-LINE-PLT-004-01,WC-008,11,94.66999999999999,0.624
MFG-LINE-PLT-004-05,WC-003,11,94.44636363636364,0.6909181818181818
MFG-LINE-PLT-004-01,WC-003,11,94.69636363636364,0.6175090909090909
MFG-LINE-PLT-004-05,WC-006,11,94.71636363636365,0.6708363636363637
MFG-LINE-PLT-005-06,WC-004,10,94.726,0.52451
MFG-LINE-PLT-002-03,WC-008,10,94.986,0.6814899999999999
MFG-LINE-PLT-002-03,WC-009,10,93.75399999999999,0.71275
MFG-LINE-PLT-004-01,WC-006,10,94.83,0.67128
MFG-LINE-PLT-003-04,WC-002,10,93.82000000000001,0.70253
MFG-LINE-PLT-003-01,WC-010,10,95.541,0.58551
MFG-LINE-PLT-008-02,WC-003,10,94.884,0.74427
MFG-LINE-PLT-007-01,WC-006,10,93.139,0.68632
MFG-LINE-PLT-010-03,WC-010,10,98.261,0.57165
MFG-LINE-PLT-006-02,WC-009,10,99.537,0.62115
MFG-LINE-PLT-006-01,WC-006,10,98.887,0.6790499999999999
MFG-LINE-PLT-005-06,WC-005,10,94.087,0.6744399999999999
MFG-LINE-PLT-010-04,WC-004,10,96.988,0.64906
MFG-LINE-PLT-009-01,WC-001,10,98.85900000000001,0.61395
MFG-LINE-PLT-010-04,WC-005,9,99.16888888888889,0.7301333333333333
MFG-LINE-PLT-003-04,WC-005,9,94.68777777777777,0.6602333333333333
MFG-LINE-PLT-003-04,WC-004,9,94.19777777777777,0.6236777777777778
MFG-LINE-PLT-005-06,WC-003,9,94.53333333333333,0.5346555555555556
MFG-LINE-PLT-005-06,WC-001,9,94.14888888888889,0.5572222222222222
MFG-LINE-PLT-009-01,WC-007,9,98.42555555555556,0.5801222222222222
MFG-LINE-PLT-010-04,WC-006,9,98.01666666666667,0.6553666666666667
MFG-LINE-PLT-004-05,WC-002,9,94.43777777777778,0.6790333333333334
MFG-LINE-PLT-004-01,WC-001,9,93.86999999999999,0.6088666666666667
MFG-LINE-PLT-006-02,WC-019,9,99.31111111111112,0.630788888888889
MFG-LINE-PLT-001-01,WC-002,9,92.9688888888889,0.6624
MFG-LINE-PLT-004-05,WC-005,9,94.91222222222223,0.7459666666666667
MFG-LINE-PLT-002-03,WC-007,9,95.22111111111111,0.6907000000000001
MFG-LINE-PLT-002-02,WC-008,9,92.83666666666666,0.7034333333333334
MFG-LINE-PLT-009-01,WC-006,8,99.6675,0.5983875
MFG-LINE-PLT-005-06,WC-009,8,93.75125,0.494925
MFG-LINE-PLT-009-01,WC-005,8,99.42625000000001,0.623725
MFG-LINE-PLT-009-01,WC-009,8,98.7875,0.644825
MFG-LINE-PLT-002-02,WC-003,8,93.255,0.7773125
MFG-LINE-PLT-004-01,WC-007,8,94.4775,0.627075
MFG-LINE-PLT-003-01,WC-012,8,94.7225,0.6541625
MFG-LINE-PLT-004-01,WC-002,8,94.37375,0.60225
MFG-LINE-PLT-004-05,WC-007,8,93.9225,0.66625
MFG-LINE-PLT-004-05,WC-004,8,94.6525,0.622875
MFG-LINE-PLT-002-02,WC-004,8,93.20625,0.763825
MFG-LINE-PLT-002-03,WC-006,8,95.035,0.7264375
MFG-LINE-PLT-001-01,WC-008,8,92.85875,0.721375
MFG-LINE-PLT-006-01,WC-007,8,98.61,0.648975
MFG-LINE-PLT-007-01,WC-001,8,93.25625,0.67405
MFG-LINE-PLT-006-01,WC-008,8,99.255,0.6215125
MFG-LINE-PLT-009-01,WC-003,7,97.64142857142858,0.594542857142857
MFG-LINE-PLT-010-04,WC-002,7,97.18285714285715,0.7918571428571429
MFG-LINE-PLT-010-03,WC-001,7,97.11142857142856,0.6838571428571428
MFG-LINE-PLT-010-03,WC-009,7,97.67571428571429,0.6532857142857142
MFG-LINE-PLT-005-06,WC-008,7,93.89999999999999,0.5781285714285714
MFG-LINE-PLT-005-06,WC-006,7,95.58,0.6125285714285714
MFG-LINE-PLT-006-02,WC-014,7,99.42714285714285,0.7186571428571428
MFG-LINE-PLT-007-01,WC-002,7,93.30571428571429,0.7405857142857143
MFG-LINE-PLT-004-01,WC-005,7,94.44571428571429,0.6589
MFG-LINE-PLT-002-03,WC-004,7,94.77,0.5274857142857143
MFG-LINE-PLT-002-02,WC-007,7,93.21000000000001,0.7342285714285713
MFG-LINE-PLT-002-02,WC-001,7,92.85857142857142,0.775942857142857
MFG-LINE-PLT-003-01,WC-011,7,94.73428571428572,0.6325857142857142
MFG-LINE-PLT-002-03,WC-003,7,94.26285714285714,0.7063428571428572
MFG-LINE-PLT-002-03,WC-001,7,95.20142857142856,0.7121285714285713
MFG-LINE-PLT-002-02,WC-010,7,93.31714285714285,0.7005
MFG-LINE-PLT-003-01,WC-009,7,94.41142857142857,0.5141
MFG-LINE-PLT-003-01,WC-004,7,94.51714285714286,0.6360428571428571
MFG-LINE-PLT-004-05,WC-008,7,93.82571428571428,0.5936428571428571
MFG-LINE-PLT-001-01,WC-004,6,93.11166666666666,0.6128166666666667
MFG-LINE-PLT-010-03,WC-006,6,97.89333333333333,0.5170166666666667
MFG-LINE-PLT-010-02,WC-001,6,97.98833333333334,0.6607333333333333
MFG-LINE-PLT-003-04,WC-006,6,93.27833333333332,0.6807
MFG-LINE-PLT-003-01,WC-006,6,93.71166666666666,0.6434
MFG-LINE-PLT-010-04,WC-001,6,96.635,0.7104499999999999
MFG-LINE-PLT-006-02,WC-017,6,98.625,0.6917833333333334
MFG-LINE-PLT-006-01,WC-005,6,99.69,0.6219666666666667
MFG-LINE-PLT-006-01,WC-011,6,98.58,0.6134499999999999
MFG-LINE-PLT-005-06,WC-002,6,94.78333333333335,0.6201666666666666
MFG-LINE-PLT-007-01,WC-014,6,93.31,0.68555
MFG-LINE-PLT-003-01,WC-002,6,95.12333333333333,0.6459833333333332
MFG-LINE-PLT-003-01,WC-001,6,94.94500000000001,0.597
MFG-LINE-PLT-003-04,WC-001,6,94.41166666666668,0.62345
MFG-LINE-PLT-004-05,WC-010,6,95.355,0.6835166666666667
MFG-LINE-PLT-004-05,WC-001,6,95.64999999999999,0.6927
MFG-LINE-PLT-003-01,WC-008,6,95.065,0.57785
MFG-LINE-PLT-002-03,WC-005,6,95.13166666666666,0.6915
MFG-LINE-PLT-002-03,WC-002,6,94.34833333333334,0.5573666666666667
MFG-LINE-PLT-009-01,WC-002,6,98.65500000000002,0.6238333333333334
MFG-LINE-PLT-006-01,WC-002,6,98.085,0.6075
MFG-LINE-PLT-006-02,WC-004,6,98.96,0.6831833333333334
MFG-LINE-PLT-007-01,WC-010,6,93.15500000000002,0.7107333333333333
MFG-LINE-PLT-007-01,WC-005,6,92.73,0.7250166666666668
MFG-LINE-PLT-007-01,WC-004,6,93.14166666666667,0.7047500000000001
MFG-LINE-PLT-001-01,WC-005,5,92.774,0.6305400000000001
MFG-LINE-PLT-002-02,WC-009,5,92.804,0.7094199999999999
MFG-LINE-PLT-006-01,WC-001,5,99.284,0.5189999999999999
MFG-LINE-PLT-006-01,WC-004,5,99.22200000000001,0.71854
MFG-LINE-PLT-006-01,WC-010,5,98.86600000000001,0.6523
MFG-LINE-PLT-007-01,WC-013,5,92.89200000000001,0.6298
MFG-LINE-PLT-007-01,WC-003,5,93.46,0.77222
MFG-LINE-PLT-003-01,WC-007,5,95.114,0.64024
MFG-LINE-PLT-009-01,WC-010,5,97.848,0.74188
MFG-LINE-PLT-007-01,WC-015,5,93.046,0.58888
MFG-LINE-PLT-006-02,WC-006,5,99.62,0.7616799999999999
MFG-LINE-PLT-007-01,WC-008,5,93.888,0.63506
MFG-LINE-PLT-002-02,WC-005,4,93.41749999999999,0.7121
MFG-LINE-PLT-001-01,WC-006,4,93.11,0.70905
MFG-LINE-PLT-003-01,WC-003,4,94.97749999999999,0.4508
MFG-LINE-PLT-003-01,WC-005,4,94.18,0.520525
MFG-LINE-PLT-007-01,WC-011,4,93.4175,0.697475
MFG-LINE-PLT-009-01,WC-008,4,97.5875,0.713575
MFG-LINE-PLT-010-03,WC-003,4,98.56,0.6845
MFG-LINE-PLT-007-01,WC-007,4,93.675,0.722125
MFG-LINE-PLT-006-02,WC-007,4,99.53750000000001,0.5976250000000001
MFG-LINE-PLT-006-02,WC-011,4,98.795,0.573975
MFG-LINE-PLT-006-02,WC-002,4,99.30000000000001,0.707625
MFG-LINE-PLT-009-01,WC-004,4,99.9,0.576775
MFG-LINE-PLT-006-02,WC-020,3,99.90000000000002,0.5936
MFG-LINE-PLT-004-01,WC-009,3,94.32666666666667,0.5450333333333334
MFG-LINE-PLT-001-01,WC-003,3,93.05333333333333,0.6124999999999999
MFG-LINE-PLT-006-01,WC-003,3,99.40000000000002,0.6207666666666666
MFG-LINE-PLT-006-02,WC-003,3,99.90000000000002,0.6919666666666666
MFG-LINE-PLT-006-02,WC-010,3,99.67333333333333,0.7192666666666666
MFG-LINE-PLT-006-02,WC-016,3,99.47000000000001,0.6771333333333334
MFG-LINE-PLT-006-02,WC-018,3,99.10666666666667,0.5238666666666666
MFG-LINE-PLT-007-01,WC-012,3,93.52666666666669,0.5103666666666667
MFG-LINE-PLT-006-02,WC-008,3,99.90000000000002,0.646
MFG-LINE-PLT-002-03,WC-010,2,94.155,0.6374
MFG-LINE-PLT-006-02,WC-005,2,99.9,0.61195
MFG-LINE-PLT-006-02,WC-012,2,99.39,0.56705
MFG-LINE-PLT-006-02,WC-013,1,99.9,0.7049
MFG-LINE-PLT-006-01,WC-009,1,99.9,0.5643
MFG-LINE-PLT-006-02,WC-001,1,99.9,0.4648
